id,gender,mcat,scat,name,color,season,usage,brand,price,no of ratings,avg rating,url
29345,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,Probase Men Printed Navy Blue T-shirt,1537,260,4.3,http://assets.myntassets.com/v1/images/style/properties/8fd9cd5dd45c6c052d42b3f5f8ca29b9_images.jpg
9869,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,Status Quo Men Grey Polo Tshirts,2553,180,4.2,http://assets.myntassets.com/v1/images/style/properties/91d9ed471cef55cdc1512954d425cdaa_images.jpg
42648,Women,Apparel,Topwear,Kurtas,Black,Summer,Ethnic,Alma Women Black Printed Kurta,2434,173,2.4,http://assets.myntassets.com/v1/images/style/properties/b36338120255a0e02cd2e98592977e76_images.jpg
8187,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,Locomotive Men Solid Poplin Laibrook Blue Shirts,2178,211,3.5,http://assets.myntassets.com/v1/images/style/properties/f8e7187e5827951e4e9076a602376d02_images.jpg
12138,Women,Apparel,Topwear,Kurtas,Green,Fall,Ethnic,Aurelia Women Solid Green Kurtas,526,241,3.4,http://assets.myntassets.com/v1/images/style/properties/9a6b4a6059920f2e559fec8b933f31c4_images.jpg
48372,Men,Apparel,Topwear,Shirts,Brown,Summer,Casual,French Connection Men Brown Check Shirt,1556,465,3.8,http://assets.myntassets.com/v1/images/style/properties/French-Connection-Men-Brown-Shirt_5734120f39b50467b65344777096e0f0_images.jpg
25588,Women,Apparel,Apparel Set,Kurta Sets,Green,Fall,Ethnic,Vishudh Women Green & Purple Printed Churidar Kurta with Dupatta,2570,395,4.6,http://assets.myntassets.com/v1/images/style/properties/7f95f77f49e19050cfba491f58035d12_images.jpg
21914,Women,Apparel,Apparel Set,Kurta Sets,Off White,Fall,Ethnic,Biba Women Off-White & Brown Printed Churidar Kurta with Dupatta,1208,493,3.3,http://assets.myntassets.com/v1/images/style/properties/849b2843073d24333622aae2512be853_images.jpg
40923,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,Gini and Jony Boys Jeans Blue Jeans,2244,164,2.8,http://assets.myntassets.com/v1/images/style/properties/a6c1602f1c5a72e2938ae4275a2c9652_images.jpg
38839,Women,Apparel,Dress,Dresses,Olive,Summer,Casual,Latin Quarters Women Black Printed Dress,1019,480,4.6,http://assets.myntassets.com/v1/images/style/properties/96d3568f04d0b132df06d008d81ef14b_images.jpg
57994,Women,Apparel,Dress,Dresses,Brown,Fall,Casual,Latin Quarters Women Brown Printed Dress,959,291,4.9,http://assets.myntassets.com/v1/images/style/properties/Latin-Quarters-Women-Brown-Dress_c6f632e23eb68d8199dda3caa1a21727_images.jpg
56846,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,John Players Men Blue Jeans,2579,197,4.6,http://assets.myntassets.com/v1/image/style/properties/56846/John-Players-Men-Blue-Jeans_1_b788a58b66b6147d893390b3d6b68a7f.jpg
21128,Women,Apparel,Topwear,Tops,Blue,Fall,Casual,s.Oliver Women Printed Blue Top,2819,114,3.6,http://assets.myntassets.com/v1/images/style/properties/ce7c0cd2fa3d83d06a06b7c80b204765_images.jpg
1944,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,Puma Mens Reggae All Night Blues T-shirt,2099,212,3.8,http://assets.myntassets.com/v1/images/style/properties/9454d4ed7f4648bb8cf5f6a579a954bb_images.jpg
59372,Women,Apparel,Topwear,Kurtas,Grey,Summer,Ethnic,Vishudh Women Grey Printed Kurta,1052,398,3.5,http://assets.myntassets.com/v1/images/style/properties/Vishudh-Women-Grey-Kurta_dc8c1f315dad79bde98f282c25262b78_images.jpg
38345,Boys,Apparel,Topwear,Tshirts,Off White,Summer,Casual,Superman Boys Off White & Navy Blue T-shirt,2026,64,3.6,http://assets.myntassets.com/v1/images/style/properties/4d22e1d2d916c0c0c77ff3f62e973f56_images.jpg
19690,Men,Apparel,Topwear,Shirts,Grey,Fall,Casual,United Colors of Benetton Men Solid Grey Shirt,2151,69,2.4,http://assets.myntassets.com/v1/images/style/properties/879183103b9f7484e0d8f523dd1fe939_images.jpg
12278,Men,Apparel,Topwear,Shirts,Maroon,Fall,Formal,Genesis Men Solid Maroon Shirts,966,265,5.0,http://assets.myntassets.com/v1/images/style/properties/0c944d25157331a5d96bbb98a18a8d2e_images.jpg
18742,Women,Apparel,Topwear,Tops,Brown,Fall,Casual,Arrow Woman Boho Brown Top,1380,357,3.4,http://assets.myntassets.com/v1/images/style/properties/8ba0491a7d9f5006292a215876f9366f_images.jpg
26871,Women,Apparel,Topwear,Tops,White,Summer,Casual,Jealous 21 Women Printed White Top,1240,221,4.2,http://assets.myntassets.com/v1/images/style/properties/914222aec42b1a146361a4be841a56cd_images.jpg
34588,Women,Apparel,Dress,Dresses,Cream,Summer,Casual,Tonga Women Cream Dress,1428,133,3.8,http://assets.myntassets.com/v1/images/style/properties/c712e141137c41ec81761211541849d0_images.jpg
30914,Women,Apparel,Topwear,Kurtis,Purple,Summer,Ethnic,Fabindia Women Purple Kurti,510,273,3.5,http://assets.myntassets.com/v1/images/style/properties/fbd80fb2478446c609605ab1a97319b1_images.jpg
18570,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,Puma Men Boot Red T-shirt,607,344,3.3,http://assets.myntassets.com/v1/images/style/properties/2ae308610a5893f2e9b4b171a24fab3c_images.jpg
6953,Women,Apparel,Topwear,Tops,Blue,Summer,Casual,s.Oliver Women's Striped Light Blue Top,2910,400,3.7,http://assets.myntassets.com/v1/images/style/properties/e980cea0fe71fade69113cb0f50408c8_images.jpg
17538,Men,Apparel,Topwear,Shirts,Red,Fall,Formal,Mark Taylor Men Red & White Striped Shirt,216,91,4.6,http://assets.myntassets.com/v1/images/style/properties/d39675e0dd92bc9c5c57f32f6e9369e1_images.jpg
20188,Men,Apparel,Topwear,Shirts,Grey,Fall,Casual,Wrangler Men Adore Grey Shirt,2159,341,3.1,http://assets.myntassets.com/v1/images/style/properties/7bf6269dec4cd6729795f88fa6954605_images.jpg
41983,Boys,Apparel,Topwear,Tshirts,White,Summer,Casual,Gini and Jony Boys Around The World White T-shirt,529,423,3.0,http://assets.myntassets.com/v1/images/style/properties/ab96dcd57224a4128487ed4e2a7148ca_images.jpg
24528,Men,Apparel,Topwear,Shirts,White,Fall,Casual,Mother Earth Men White Shirt,1495,441,2.2,http://assets.myntassets.com/v1/images/style/properties/338f183a1eaa68d0d179fed547b8988f_images.jpg
9543,Men,Apparel,Topwear,Tshirts,Red,Fall,Sports,Nike Men Red Polo Tshirts,2029,46,4.8,http://assets.myntassets.com/v1/images/style/properties/3f2a1f655f8844284788a57277f9f47d_images.jpg
3079,Men,Apparel,Topwear,Tshirts,Pink,Summer,Casual,Probase Men's Player Pink T-shirt,960,218,3.3,http://assets.myntassets.com/v1/images/style/properties/af7124f45c036154379e2c9ba2d0b6d8_images.jpg
8491,Women,Apparel,Topwear,Tops,White,Fall,Casual,Forever New Women Porcelain White Top,369,264,3.3,http://assets.myntassets.com/v1/images/style/properties/f87cba98fa1d5daa2260a6988c5e2656_images.jpg
29653,Men,Apparel,Topwear,Shirts,Blue,Summer,Formal,Indigo Nation Men Striped Blue Shirt,771,173,3.7,http://assets.myntassets.com/v1/images/style/properties/6d50e58252ccf9bfc76a05e7d4937aaa_images.jpg
3845,Men,Apparel,Topwear,Tshirts,Brown,Summer,Casual,Wrangler Men's Wild Horse Brown T-shirt,904,483,3.9,http://assets.myntassets.com/v1/images/style/properties/5c8da4cebe5bc72a27aa105f2a120cb4_images.jpg
45947,Women,Apparel,Topwear,Tops,Blue,Summer,Casual,Tokyo Talkies Women Blue Top,2101,410,4.0,http://assets.myntassets.com/v1/images/style/properties/fb2c6f22a734ee708fb7d7d70fc0a8a3_images.jpg
44895,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,Puma Men Green Polo Neck T-shirt,1460,384,2.7,http://assets.myntassets.com/v1/images/style/properties/0559de24cf1f0fc36ee176c30b01c69d_images.jpg
10379,Women,Apparel,Topwear,Tshirts,Red,Fall,Casual,United Colors of Benetton Women Solid Red T-shirt,358,449,5.0,http://assets.myntassets.com/v1/images/style/properties/c17368d8119cfa568a8c5a2a204f4d52_images.jpg
40409,Women,Apparel,Topwear,Tops,Black,Summer,Casual,Tonga Women Black & Cream-Coloured Striped Top,313,182,4.9,http://assets.myntassets.com/v1/images/style/properties/895b09a3a147659763de3866363ee1ae_images.jpg
53822,Women,Apparel,Topwear,Tunics,Black,Fall,Casual,Ayaanay_Women_New_2013_Tunics_Size_Chart.jpg,273,189,4.4,http://assets.myntassets.com/v1/images/style/properties/Ayaany-Women-Black-Tunic_f3b5907b61b03836bedc3864e72409ff_images.jpg
59716,Women,Apparel,Loungewear and Nightwear,Nightdress,Black,Summer,Casual,Avirate Black Babydoll Nightdress,1738,45,2.9,http://assets.myntassets.com/v1/images/style/properties/Avirate-Black-Babydoll-Nightdress_bbd876b91f9eddc154de5fb4f5206472_images.jpg
37769,Men,Apparel,Topwear,Shirts,White,Summer,Casual,John Players Men Stripes White Shirt,2730,356,2.7,http://assets.myntassets.com/v1/images/style/properties/9aaa03ba65e3f67abe4e5a847b32cb26_images.jpg
11099,Women,Apparel,Bottomwear,Leggings,Black,Fall,Ethnic,Scullers Women Solid Black Leggings,485,146,3.1,http://assets.myntassets.com/v1/images/style/properties/dba432e451eaade739c4ef9cf7be8fe5_images.jpg
5980,Men,Apparel,Topwear,Shirts,Grey,Summer,Casual,Locomotive Men Charcoal Stripe Shirt,1328,324,4.4,http://assets.myntassets.com/v1/images/style/properties/3e8d5534130abcdc2278c5ebbf7a3ffa_images.jpg
18326,Men,Apparel,Topwear,Shirts,Black,Fall,Casual,Wills Lifestyle Men Check Black Shirt,874,75,2.8,http://assets.myntassets.com/v1/images/style/properties/f397cd067ec805afb2f15827237a0c4a_images.jpg
9771,Men,Apparel,Topwear,Jackets,Blue,Fall,Casual,ADIDAS Men Adna Blue Jackets,231,14,4.5,http://assets.myntassets.com/v1/images/style/properties/f8af4b4460843f0f8f40defca1e287a2_images.jpg
48456,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,French Connection Men White Printed T-shirt,1161,426,2.2,http://assets.myntassets.com/v1/images/style/properties/French-Connection-Men-White-Printed-T-shirt_0f0dc9a10ae18335f6debad1ed4905a6_images.jpg
23967,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,Peter England Men Blue Casual T-shirt,2635,369,2.2,http://assets.myntassets.com/v1/images/style/properties/59e0220d312986fc20b312f39831aa4b_images.jpg
17994,Women,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,Sports,Puma Women Essential Skinny Navy Blue Track Pant,974,124,4.7,http://assets.myntassets.com/v1/images/style/properties/8d49d218cdc5c688d6dd8b7c4f0ecc3e_images.jpg
13508,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,Chimp Men Who's your papaji Grey Tshirts,1412,472,3.8,http://assets.myntassets.com/v1/images/style/properties/9b846ec759aa9954970c10f5499b296a_images.jpg
31658,Men,Apparel,Topwear,Shirts,White,Summer,Casual,Indigo Nation Men Printed White Shirt,657,459,3.3,http://assets.myntassets.com/v1/images/style/properties/f4f86567760c97a6b8d99f051dc20fd0_images.jpg
8465,Girls,Apparel,Topwear,Tshirts,Purple,Fall,Casual,Doodle Girls's Princess Purple Teen Top,2320,429,2.8,http://assets.myntassets.com/v1/images/style/properties/9d2498631ebf7972ec792f4683ad9462_images.jpg
28775,Women,Apparel,Topwear,Kurtis,Red,Summer,Ethnic,Aurelia Women Printed Red Kurti,953,289,3.2,http://assets.myntassets.com/v1/images/style/properties/c5b3cc22565661eeab538c2dda02e55b_images.jpg
52138,Women,Apparel,Topwear,Tshirts,Red,Summer,Casual,Femella Women Pale Red Polo T-Shirt,895,324,3.9,http://assets.myntassets.com/v1/images/style/properties/6a2d6e391b57a586c97217c3f039eba2_images.jpg
25856,Women,Apparel,Topwear,Kurtas,Black,Summer,Ethnic,Diva Women Black Floral Print Kurti,333,442,2.6,http://assets.myntassets.com/v1/images/style/properties/Diva-Women-Black-Floral-Print-Kurti_5d15004963eb029a46a19ddf64cf6e48_images.jpg
24984,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,United Colors of Benetton Men Navy Blue Printed T-shirt,681,451,5.0,http://assets.myntassets.com/v1/images/style/properties/63a6ffbfbc786b42ed79d5ea5637df34_images.jpg
52904,Women,Apparel,Saree,Sarees,Red,Fall,Ethnic,FNF Printed Red Sari,274,294,4.8,http://assets.myntassets.com/v1/images/style/properties/Fashion-N-Fabrics-Printed-Red-Sari_2e9e135c8c3c3b2192e15ea8a7609636_images.jpg
44861,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,Puma Men Green T-shirt,2944,98,2.1,http://assets.myntassets.com/v1/images/style/properties/1d4218ef92e306d8717ac1cd77fc40f8_images.jpg
5148,Women,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,Wrangler Women's Sequin Butter Cup T-shirt,729,55,4.0,http://assets.myntassets.com/v1/images/style/properties/f6d182de05bf70140df6e6ff4d0e4310_images.jpg
5974,Men,Apparel,Topwear,Shirts,Green,Summer,Casual,Locomotive Men Green Black White Checked Shirt,2400,460,3.7,http://assets.myntassets.com/v1/images/style/properties/79b65cc65008e0e3013bc0fdbadc1c62_images.jpg
34924,Women,Apparel,Topwear,Dupatta,Green,Summer,Ethnic,Fabindia Green Dupatta,526,24,4.7,http://assets.myntassets.com/v1/images/style/properties/9fc3f82c5c639fa729f97330e7dca3be_images.jpg
9785,Women,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,Sports,Urban Yoga Women Summer Bottoms Navy Blue Track Pants,2793,177,4.5,http://assets.myntassets.com/v1/images/style/properties/33fa22c1b481c6ffc459f7374e45a8c4_images.jpg
42198,Women,Apparel,Topwear,Tunics,Beige,Summer,Casual,Sepia Women Beige Tunic,2533,25,3.2,http://assets.myntassets.com/v1/images/style/properties/d7a1420b39df14bce741886ee52d1ea7_images.jpg
19200,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,United Colors of Benetton Men Check Blue Shirt,236,109,3.9,http://assets.myntassets.com/v1/images/style/properties/199219511b9635bfb80adcc580c9961c_images.jpg
34118,Girls,Apparel,Bottomwear,Shorts,Black,Summer,Casual,Doodle Girls Washed Black Shorts,1110,84,3.5,http://assets.myntassets.com/v1/images/style/properties/54387763114186bb0ae86cacdd85ec4d_images.jpg
28547,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Nike Men Icon Black T-shirt,415,350,4.2,http://assets.myntassets.com/v1/images/style/properties/ae356266a14285e7b3a07879e6f72b76_images.jpg
33759,Women,Apparel,Topwear,Tops,Yellow,Summer,Casual,Vero Moda Women Viva Yellow Top,2347,96,4.7,http://assets.myntassets.com/v1/images/style/properties/8f17f3938ff4b0b7ed2fc48ae6392f30_images.jpg
11409,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,United Colors of Benetton Men Light Winter Red Tshirts,2151,60,4.9,http://assets.myntassets.com/v1/images/style/properties/437a764748d4b5ecd146c001d29b2853_images.jpg
41379,Women,Apparel,Topwear,Tops,Red,Summer,Casual,Wrangler Women Red Rosy Top,896,296,4.3,http://assets.myntassets.com/v1/images/style/properties/719a82a4be0691dc9cafbf954713fb96_images.jpg
19664,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,United Colors of Benetton Men Black T-shirt,2042,122,4.8,http://assets.myntassets.com/v1/images/style/properties/670deea354c9136c0316516adde1c2a0_images.jpg
49928,Women,Apparel,Saree,Sarees,Beige,Fall,Ethnic,Fabindia Beige Hand Printed Sari,2205,491,2.6,http://assets.myntassets.com/v1/images/style/properties/Fabindia-Women-Printed-Beige-Sari_1bee33d69a77054efbdc4d0875096105_images.jpg
26885,Women,Apparel,Topwear,Tops,Purple,Summer,Casual,Jealous 21 Women Printed Mauve Top,2641,482,4.3,http://assets.myntassets.com/v1/images/style/properties/fdc49e8025ca265131d4ec788bfe4fd8_images.jpg
7875,Men,Apparel,Bottomwear,Shorts,Black,Fall,Sports,Proline Men Black Comfort Fit Sports Shorts,623,440,2.1,http://assets.myntassets.com/v1/images/style/properties/ad174b2b45827bfa3f9c695babb95d8f_images.jpg
19456,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,Quiksilver Men Printed Grey T-shirt,2033,272,4.4,http://assets.myntassets.com/v1/images/style/properties/797bf255f290676addc7ab49b100b011_images.jpg
27359,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,Tantra Men After The Fight Black T-shirt,1774,464,3.9,http://assets.myntassets.com/v1/images/style/properties/ea7d2088c4bb93ba8562683a26d62305_images.jpg
7049,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,s.Oliver Men White & Blue Check Shirt,299,365,4.5,http://assets.myntassets.com/v1/images/style/properties/6785c603a7f67c14c466d9e391dff8c7_images.jpg
13950,Women,Apparel,Topwear,Tops,White,Summer,Casual,United Colors of Benetton Women Printed White Tops,1518,169,2.1,http://assets.myntassets.com/v1/images/style/properties/e1f0b4c9f8cb4be529468e7bb2d5d10d_images.jpg
57812,Women,Apparel,Dress,Jumpsuit,Brown,Summer,Casual,United Colors of Benetton Women Brown Jumpsuit,159,318,4.7,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Women-Brown-Jumpsuit_9ff894a2f5e27cf8d39acece212eaa6f_images.jpg
41977,Boys,Apparel,Bottomwear,Shorts,White,Summer,Casual,Gini and Jony Boys Beach White Shorts,1527,483,3.8,http://assets.myntassets.com/v1/images/style/properties/5d58ca09a3d01ab7feadb79d06ac2064_images.jpg
40099,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,ADIDAS Men Grey T-shirt,363,19,2.6,http://assets.myntassets.com/v1/images/style/properties/b42e99bea00efdbc1a9f9c3345c1ff26_images.jpg
59988,Women,Apparel,Dress,Dresses,Black,Fall,Party,Avirate Black & Silvery Grey Dress,2781,216,4.0,http://assets.myntassets.com/v1/images/style/properties/Avirate-Black---Silver-Dress_f395f6390ec6272b477b98770fa6c77d_images.jpg
21892,Women,Apparel,Topwear,Kurtas,Purple,Fall,Ethnic,BIBA Women Printed Purple Kurta,699,259,2.9,http://assets.myntassets.com/v1/images/style/properties/f6bf5d476711d3a882a592eb393ac48a_images.jpg
36825,Women,Apparel,Topwear,Kurtas,Purple,Summer,Ethnic,Vishudh Women Purple Kurta,797,89,3.1,http://assets.myntassets.com/v1/images/style/properties/885d10ca99c72292abddffa77e20f613_images.jpg
18319,Men,Apparel,Topwear,Shirts,Maroon,Summer,Casual,Wills Lifestyle Men Check Maroon Shirt,491,318,4.5,http://assets.myntassets.com/v1/images/style/properties/1fc7fe829f371776a7e89a0af9484dc7_images.jpg
48469,Women,Apparel,Dress,Dresses,Black,Summer,Casual,French Connection Black Dress,2498,282,4.9,http://assets.myntassets.com/v1/images/style/properties/French-Connection-Black-Dress_ec81a8ee5a9f9f6504a8c05bb9652c67_images.jpg
43081,Women,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,Casual,Nike Women Navy Blue Track Pant,2404,306,2.2,http://assets.myntassets.com/v1/images/style/properties/ec622f4bb5024a1ae4017d7d4fc7d59d_images.jpg
3274,Men,Apparel,Topwear,Tshirts,Brown,Summer,Casual,Guerrilla Men's Luchador Coffee T-shirt,218,296,4.4,http://assets.myntassets.com/v1/images/style/properties/d9ab03368888dcc04824687f963f3f27_images.jpg
42153,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,Mr. Men Grey T-shirt,2097,296,2.6,http://assets.myntassets.com/v1/images/style/properties/025a50b465666764a8797fcea84df5fa_images.jpg
12623,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,Probase Men Printed Green Tshirts,1415,487,3.7,http://assets.myntassets.com/v1/images/style/properties/9c1d51bb539eb41fc35ee4fdb7a3093b_images.jpg
6706,Women,Apparel,Topwear,Tshirts,Pink,Summer,Casual,UCB Women's Epaulettes On Sleeve Pink T-shirt,1331,95,2.5,http://assets.myntassets.com/v1/images/style/properties/bc792e67232016be0a31a4e1bd554d0f_images.jpg
23164,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,Mark Taylor Men Black Printed T-shirt,962,226,3.7,http://assets.myntassets.com/v1/images/style/properties/63217ceda999328efa1b563bbcd51cbd_images.jpg
16283,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,Peter England Men Printed White TShirt,1840,364,4.9,http://assets.myntassets.com/v1/images/style/properties/8c850c871dfc46c857f5a50803ee0d6a_images.jpg
4051,Men,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,Myntra Men's Eagle Emblem Yellow T-shirt,439,325,4.5,http://assets.myntassets.com/v1/images/style/properties/c9170d2e1a9d849a289d2db8f89af5b1_images.jpg
5183,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,Mickey Men's Donald Jumps Bring It On Navy T-shirt,2868,378,3.1,http://assets.myntassets.com/v1/images/style/properties/d9fe9689439f4a8f4a0697f20e38d91e_images.jpg
32224,Women,Apparel,Topwear,Kurtas,Blue,Summer,Ethnic,Fabindia Women Striped Blue Kurta,1047,285,3.8,http://assets.myntassets.com/v1/images/style/properties/349f03623edaed21a2f787aa92747ad1_images.jpg
40604,Women,Apparel,Topwear,Kurtas,Green,Summer,Ethnic,Span Women Green Kurta,1412,28,3.0,http://assets.myntassets.com/v1/images/style/properties/58080d5c98890026671908d24b574fe3_images.jpg
24341,Men,Apparel,Topwear,Tshirts,White,Fall,Sports,ADIDAS Men White T-shirt,1210,221,2.7,http://assets.myntassets.com/v1/images/style/properties/7c13b11be7627e783c0bc7f1c13d119d_images.jpg
21401,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,Locomotive Men Printed Red T-shirt,1303,405,2.9,http://assets.myntassets.com/v1/images/style/properties/8687b4daa0ae39fbbd9f2d1e276a7c73_images.jpg
15634,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,Nike Men AS AD Club Pique Polo Navy Blue Tshirts,2980,84,4.9,http://assets.myntassets.com/v1/images/style/properties/39fc3925879d7a468eb88ce16021b6ad_images.jpg
4263,Women,Apparel,Topwear,Tshirts,Red,Summer,Casual,Jealous 21 Women's I am Cute When I am Angry Red T-shirt,264,40,3.2,http://assets.myntassets.com/v1/images/style/properties/f9dc2cb6a4d2651e9ec904efe80a8ca6_images.jpg
53021,Women,Apparel,Saree,Sarees,Beige,Fall,Ethnic,FNF Beige Sari,571,176,4.9,http://assets.myntassets.com/v1/images/style/properties/Fashion-N-Fabrics-Beige-Sari_5f4348c9990d0af520cb1909c74cb789_images.jpg
11294,Men,Apparel,Bottomwear,Jeans,Blue,Spring,Casual,Wrangler Men Blue Floyd Jeans,1685,412,3.7,http://assets.myntassets.com/v1/images/style/properties/b62ee13fdef638ee8ab53780ab9574d3_images.jpg
10346,Women,Apparel,Topwear,Tshirts,Purple,Fall,Casual,United Colors of Benetton Women Printed Purple Tshirts,1877,312,2.7,http://assets.myntassets.com/v1/images/style/properties/886b8f0d1492f209dd19416b6b32a607_images.jpg
24173,Women,Apparel,Topwear,Kurtis,Green,Fall,Ethnic,Aurelia Women Printed Green Kurti,1587,478,3.5,http://assets.myntassets.com/v1/images/style/properties/47893eaca875f9034a6d3af42734467b_images.jpg
40436,Women,Apparel,Topwear,Tops,Black,Summer,Casual,Tonga Women Black & White Printed Top,609,441,2.1,http://assets.myntassets.com/v1/images/style/properties/bbd7e390eb9050ef1ec7d8de5abd23d3_images.jpg
2194,Men,Apparel,Topwear,Tshirts,Black,Fall,Sports,Adidas Men Stripe Polo Shirt,1587,452,3.6,http://assets.myntassets.com/v1/images/style/properties/26f5c81fac59b9fc28fdad2b92bd440c_images.jpg
30741,Men,Apparel,Topwear,Nehru Jackets,Brown,Summer,Ethnic,Fabindia Men Brown Silk Sleeveless Jacket,1073,474,3.1,http://assets.myntassets.com/v1/images/style/properties/7f5a1c5b88c3918171cfde1aab4d35f6_images.jpg
3046,Men,Apparel,Topwear,Tshirts,Maroon,Summer,Casual,Tantra Men's Dirty Man Burgendy T-shirt,1128,375,2.8,http://assets.myntassets.com/v1/images/style/properties/c0174ebff58a42ed072433fd6760b6d1_images.jpg
17163,Men,Apparel,Topwear,Shirts,Green,Fall,Casual,U.S. Polo Assn. Men Green Check Shirt,1396,138,3.3,http://assets.myntassets.com/v1/images/style/properties/3e7b2adda60ddfdbfa2ad5bf58fa535e_images.jpg
18917,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,Levis Men Work Western Blue Shirt,2684,270,3.2,http://assets.myntassets.com/v1/images/style/properties/d843fdb55df7bc3fb9dd76034bf48d07_images.jpg
6534,Women,Apparel,Topwear,Tshirts,Blue,Summer,Sports,Nike Women's Border Blue T-shirt,288,106,2.2,http://assets.myntassets.com/v1/images/style/properties/5d5e5eee415eec05d9e53b46edb2fe07_images.jpg
38974,Men,Apparel,Topwear,Shirts,Black,Summer,Formal,Arrow New York Men Black Check Slim Fit Shirt,1958,471,4.8,http://assets.myntassets.com/v1/images/style/properties/cac9ad03676ec67782c12ee339ecd2a5_images.jpg
10722,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,Nike Men Casual short sleeve tshirt White Tshirts,1766,223,4.8,http://assets.myntassets.com/v1/images/style/properties/29cee1b8fb5171bc91dcbfde31046a39_images.jpg
24517,Women,Apparel,Topwear,Kurtas,Brown,Fall,Ethnic,Mother Earth Women Brown Printed Kurta,2625,391,3.1,http://assets.myntassets.com/v1/images/style/properties/85ec825867a71637f53a1f6cbebe3e61_images.jpg
41180,Women,Apparel,Topwear,Tshirts,Orange,Summer,Casual,Allen Solly Woman Check Brown Shirt,1647,170,2.6,http://assets.myntassets.com/v1/images/style/properties/ea4a17f92eef68e52afdc8fec0e59538_images.jpg
12075,Women,Apparel,Topwear,Kurtas,Cream,Fall,Ethnic,W Women Printed Cream Kurtas,354,253,2.0,http://assets.myntassets.com/v1/images/style/properties/9e71cc06e1e7dc22eb1ee1b177a3143c_images.jpg
26240,Men,Apparel,Bottomwear,Shorts,Grey,Summer,Sports,Proline Grey Shorts,1301,421,3.9,http://assets.myntassets.com/v1/images/style/properties/3c9901b817b8c217a2887e8f1b4962de_images.jpg
3422,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Myntra Mens Badge Final T-Shirt,800,377,4.5,http://assets.myntassets.com/v1/images/style/properties/a048af2775e4f8d659087cf4fa08cd48_images.jpg
30325,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Myntra Men Excuse Me Moron Black T-shirt,585,67,4.5,http://assets.myntassets.com/v1/images/style/properties/5e7b96169f862a82e84187348fa2f394_images.jpg
27392,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,2go Active Gear USA Men Pack Of 3 T-shirt,2027,98,4.4,http://assets.myntassets.com/v1/images/style/properties/33741772a674abb80f503a89414fc302_images.jpg
12849,Girls,Apparel,Dress,Dresses,White,Fall,Casual,Ant Kids Girls Butterfly Print White Dresses,390,402,2.4,http://assets.myntassets.com/v1/images/style/properties/e7c8dbcaeed9fead6def6b01df0d9db6_images.jpg
17507,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,Classic Polo Men Stripes Black Polo T-Shirt,1017,95,3.4,http://assets.myntassets.com/v1/images/style/properties/24e0d2b691f1fa5f6b04cda4ee9bd9a6_images.jpg
42537,Women,Apparel,Topwear,Kurtas,Black,Summer,Ethnic,Mother Earth Women Black Kurta,1631,302,2.6,http://assets.myntassets.com/v1/images/style/properties/60e5dd6b46827b4bb4eda35f6ddaf488_images.jpg
