id,gender,mcat,scat,name,color,season,usage,brand,price,no of ratings,avg rating
27904,Women,Apparel,Bottomwear,Trousers,Grey,Summer,Formal,Scullers For Her Grey Trousers,366,95,4.4
19637,Women,Apparel,Topwear,Tops,Grey,Summer,Casual,United Colors of Benetton Women Solid Grey Top,1067,217,3.4
48095,Women,Apparel,Topwear,Tops,White,Summer,Casual,French Connection Women White Top,2664,185,3.8
50856,Women,Apparel,Saree,Sarees,Brown,Summer,Ethnic,Prafful Brown Crepe Sari,2484,434,4.6
14914,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,Mr. Men Men Be Happy Green Tshirts,1304,344,2.6
39230,Women,Apparel,Topwear,Tops,Green,Summer,Casual,Femella Women Green Top,1621,190,4.4
14128,Women,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,Flying Machine Women Washed Blue Jeans,1594,409,2.4
36278,Women,Apparel,Loungewear and Nightwear,Night suits,Lavender,Summer,Casual,SDL by Sweet Dreams Women Lavender Night suits,2248,59,4.4
33538,Women,Apparel,Bottomwear,Jeans,Black,Summer,Casual,Wrangler Women Black Giselle Jeans,1713,479,2.2
58809,Men,Apparel,Topwear,Shirts,White,Fall,Casual,Highlander Men White Striped Shirt,1059,199,3.6
20913,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,Deni Yo Men Washed Blue Jeans,607,238,3.7
39002,Boys,Apparel,Topwear,Tshirts,Black,Summer,Casual,Gini and Jony Boys Core Black T-shirt,1972,203,4.6
11668,Women,Apparel,Topwear,Tshirts,Black,Fall,Casual,Lee Women Printed Black Tshirts,566,345,4.9
37198,Women,Apparel,Dress,Dresses,Red,Summer,Casual,United Colors of Benetton Women Check Red Dress,2253,329,2.5
29290,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,Wrangler Men Miriam Checks Blue Shirt,421,450,4.1
19405,Men,Apparel,Topwear,Tshirts,Blue,Summer,Sports,ADIDAS Men Blue Jersey,1729,287,2
9180,Men,Apparel,Topwear,Tshirts,Peach,Fall,Casual,Tantra Men People Talk Peach T-shirt,918,299,2.1
39466,Women,Apparel,Topwear,Kurtas,Pink,Summer,Ethnic,Diva Women Pink Kurta,257,329,2.4
52957,Women,Apparel,Saree,Sarees,Pink,Fall,Ethnic,FNF Pink Printed Sari,1768,397,3.3
25039,Men,Apparel,Bottomwear,Shorts,Black,Summer,Sports,Nike Men T90 Black Shorts,228,239,3.1
57419,Women,Apparel,Loungewear and Nightwear,Robe,Blue,Winter,Casual,Amante Blue Robe,2385,195,3.9
44832,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Puma Men Black Logo T-shirt,2989,405,4.9
33960,Women,Apparel,Bottomwear,Leggings,Pink,Summer,Casual,Femella Women Pink Leggings,1751,449,2.8
28726,Women,Apparel,Topwear,Kurtas,Beige,Summer,Ethnic,W Women Printed Beige Kurta,375,90,3.3
34379,Men,Apparel,Topwear,Tshirts,Orange,Summer,Casual,Myntra Men Orange Life Is My Right T-shirt,1454,191,3
16029,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,Highlander Men Check Blue Shirt,2355,125,4.4
19061,Women,Apparel,Topwear,Kurtis,Red,Fall,Ethnic,Aurelia Women Printed Red Kurti,476,15,3.3
8436,Women,Apparel,Topwear,Tops,Pink,Fall,Casual,Jealous 21 Women Jealous Gaius Pink Top Pink Tops,1785,376,3.3
16815,Men,Apparel,Topwear,Shirts,Yellow,Fall,Casual,Locomotive Men Check Yellow Shirt,2783,351,4.4
28514,Men,Apparel,Bottomwear,Shorts,Black,Summer,Sports,Nike Men Black Shorts,1740,16,3.6
13769,Men,Apparel,Topwear,Shirts,White,Fall,Formal,Belmonte Men Check White Shirts,655,426,4
31439,Men,Apparel,Bottomwear,Trousers,Olive,Summer,Casual,HIghlander Men Olive Trousers,2658,292,4.5
22812,Men,Apparel,Topwear,Tshirts,Brown,Fall,Casual,Locomotive Men Brown Printed T-shirt,743,164,3.1
11802,Women,Apparel,Topwear,Kurtas,White,Fall,Ethnic,Vishudh Women Cambric White Kurtas,1311,467,2.9
52359,Women,Apparel,Loungewear and Nightwear,Nightdress,Blue,Winter,Casual,Red Rose Women Blue Nightdress,1479,323,4.3
58663,Women,Apparel,Topwear,Kurtas,Red,Summer,Ethnic,ALayna Women Red Kurta,1264,104,2.3
41588,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,Basics Men Blue Shirt,1344,443,3.6
24923,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,United Colors of Benetton Women Pink Top,685,267,4.6
33994,Women,Apparel,Topwear,Shirts,White,Summer,Casual,Femella Women Off-White Shirt,2124,20,4.3
6558,Men,Apparel,Topwear,Tshirts,Red,Summer,Sports,Nike Men's Club Pique Red T-shirt,2812,253,4.7
3816,Boys,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Disney Kids Boy's Blue Just Cruising Kidswear,2335,231,3.9
17933,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,Puma Men Ferrari Logo Tee II Red Tshirt,1631,270,3.2
9510,Men,Apparel,Bottomwear,Shorts,White,Fall,Casual,Puma Men Ess woven White Shorts,2376,200,4.6
19095,Women,Apparel,Topwear,Kurtas,Orange,Fall,Ethnic,Mother Earth Women Printed Orange Kurta,828,298,4.8
34983,Women,Apparel,Saree,Sarees,Black,Summer,Ethnic,Fabindia H& Printed Black Cotton Sari,2287,236,2.8
48405,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,French Connection Men Grey Printed T-shirt,1879,295,2.3
9722,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Lee Men kansas cit Black Tshirts,2342,301,2.5
4801,Men,Apparel,Topwear,Tshirts,White,Summer,Sports,ADIDAS Men's Ess 3s Crew White T-Shirt,2856,10,4.3
40668,Women,Apparel,Topwear,Shirts,Grey,Summer,Casual,Lee Women Grey Glorious Shirt,1551,143,2.1
59745,Women,Apparel,Loungewear and Nightwear,Nightdress,Cream,Summer,Casual,Avirate Cream Babydoll Nightdress,1573,298,2.9
29056,Women,Apparel,Bottomwear,Track Pants,Grey,Summer,Sports,ADIDAS Women Grey Track Pants,2029,34,4.9
26822,Men,Apparel,Bottomwear,Trousers,Olive,Summer,Casual,Highlander Men Olive Trousers,1957,468,4.4
47029,Women,Apparel,Topwear,Kurtas,Maroon,Fall,Ethnic,Shree Women Maroon Printed Kurta,1383,167,4.7
30947,Women,Apparel,Topwear,Tops,Green,Summer,Ethnic,Fabindia Women Green Cambric  Top,1143,165,4.7
18711,Women,Apparel,Bottomwear,Skirts,Brown,Fall,Casual,Arrow Woman Printed Brown Skirt,190,369,2.2
43489,Men,Apparel,Bottomwear,Jeans,Black,Summer,Casual,French Connection Men Black Jeans,2421,142,2.2
9346,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,Casual,Puma Men Checks Navy Blue Shorts,636,282,2.4
15832,Women,Apparel,Topwear,Kurtas,Pink,Fall,Ethnic,Visudh Pink Printed Ethnic Kurta,835,35,2
4459,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Nike Men's Black Blue T-shirt,353,470,4.5
57089,Women,Apparel,Bottomwear,Skirts,Navy Blue,Summer,Casual,Elle Women Blue Skirt,1108,318,4.9
53429,Women,Apparel,Topwear,Kurtas,Red,Fall,Ethnic,Alma Women Red Printed Kurta,560,182,3.3
9948,Men,Apparel,Topwear,Tshirts,White,Fall,Sports,ADIDAS Men White Jersey Polo Tshirt,441,214,4.3
12019,Men,Apparel,Topwear,Shirts,White,Fall,Formal,Mark Taylor Men White Green Striped Shirts,2692,275,2
48253,Boys,Apparel,Topwear,Tshirts,White,Summer,Casual,The Amazing Spiderman Boys White T-shirt,914,308,2.1
30349,Men,Apparel,Topwear,Tshirts,Off White,Summer,Casual,Myntra Men Diet Off White T-shirt,704,405,2.1
9174,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,Locomotive Men Balin Blue Jeans,2412,70,3.8
18523,Men,Apparel,Topwear,Jackets,Black,Fall,Casual,C Vox Men Control Freak Black Jacket,974,330,3.7
23302,Women,Apparel,Bottomwear,Leggings,Brown,Fall,Ethnic,W Women Brown Leggings,2617,201,2.9
35267,Women,Apparel,Topwear,Tops,Black,Summer,Casual,Lee Women Pepper Black Top,2699,75,3.5
30715,Boys,Apparel,Apparel Set,Kurta Sets,Blue,Summer,Ethnic,Fabindia Boys Blue & Green Angarakha Dhoti Set,1699,64,3.8
9528,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,FIFA Men essential Blue T-shirts,1840,150,4.7
3012,Men,Apparel,Topwear,Shirts,Green,Summer,Casual,Lee Men Xavier Green White Check Shirt,420,428,4.3
33190,Women,Apparel,Topwear,Tunics,Grey,Summer,Casual,Sepia Women Printed Grey Tunic,2473,286,4.8
53849,Women,Apparel,Topwear,Kurtas,Black,Summer,Ethnic,Vishudh Women Black Printed Kurta,2921,324,3
38578,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,Nike Men Grey RF Tee T-shirt,1419,156,4.1
24127,Women,Apparel,Topwear,Tshirts,Yellow,Fall,Casual,ADIDAS Women Printed Yellow T-shirt,2608,186,3.4
4237,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,Probase Men's Big Sound Red Tshirt,1057,449,2.7
21455,Women,Apparel,Topwear,Tshirts,Grey,Winter,Casual,Roxy Women Grey T-shirt,2301,144,2.1
41782,Women,Apparel,Topwear,Tunics,Black,Summer,Casual,Remanika Women Black Tunic,165,217,4.5
32270,Women,Apparel,Topwear,Kurtas,Grey,Summer,Ethnic,Vishudh Women Printed Grey Kurta,973,492,3
39698,Men,Apparel,Topwear,Shirts,White,Summer,Casual,Spykar Men Ranger White Shirt,876,135,3.6
4839,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,Sher Singh Men Nehru Navy T-shirt,942,127,4.6
40650,Women,Apparel,Topwear,Kurtas,Maroon,Summer,Ethnic,Span Women Maroon & Black Kurta,2531,348,3.5
52395,Women,Apparel,Loungewear and Nightwear,Nightdress,Grey,Winter,Casual,Red Rose Women Grey Nightdress,1528,456,3.8
14580,Men,Apparel,Topwear,Shirts,Grey,Summer,Casual,United Colors of Benetton Men Solid DK.Grey Shirts,1766,290,2.4
23130,Boys,Apparel,Topwear,Tshirts,Green,Fall,Casual,Chhota Bheem Kids Boys Lost Alien Green T-shirt,2096,394,3.6
34187,Boys,Apparel,Topwear,Tshirts,Pink,Summer,Casual,Gini and Jony Boys Printed Pink T-shirt,337,294,3.4
27590,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Scullers Men White & Blue T-shirt,2925,192,4
12677,Men,Apparel,Bottomwear,Trousers,Grey,Fall,Casual,Probase Men Check Grey Trousers,2590,239,2.8
42107,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,ADIDAS Men Navy Blue T-Shirt,2668,242,4.8
57283,Men,Apparel,Topwear,Shirts,Burgundy,Summer,Casual,French Connection Men Burgundy Shirt,378,450,4.5
44694,Women,Apparel,Dress,Dresses,White,Summer,Casual,Wills Lifestyle Women Multi Coloured Dress,2462,390,4.2
15036,Women,Apparel,Topwear,Sweaters,Blue,Fall,Casual,ADIDAS Women Stripes Blue Sweaters,2384,12,4.3
4461,Men,Apparel,Topwear,Jackets,Black,Summer,Sports,Nike Men Manu Show Time Black Jacket,814,371,4.8
47011,Women,Apparel,Topwear,Kurtas,Rust,Fall,Ethnic,Shree Women Rust Printed Kurta,2441,351,2.6
12213,Men,Apparel,Bottomwear,Trousers,Grey,Fall,Casual,Basics Men Grey New Improved Fit Trousers,1261,437,2.7
31091,Boys,Apparel,Topwear,Shirts,White,Summer,Casual,Gini and Jony Boys White Shirt,2855,238,4.9
29852,Men,Apparel,Bottomwear,Trousers,Brown,Summer,Formal,Basics Men Dark Brown Trousers,1628,447,4.3
42563,Women,Apparel,Topwear,Kurtis,Brown,Summer,Ethnic,Mother Earth Women Brown Kurti,653,358,4.1
28980,Women,Apparel,Apparel Set,Kurta Sets,Yellow,Summer,Ethnic,Biba Women Yellow & Green Printed Churidar Kurta with Dupatta,2817,30,3.9
30143,Women,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Flying Machine Women Printed Blue T-shirt,1474,76,3.4
18729,Women,Apparel,Topwear,Sweaters,Magenta,Fall,Casual,Arrow Woman Keisha Magenta Sweater,347,71,4.6
6104,Women,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,UCB Women's Basic Round Neck Navy Blue T-shirt,1610,230,4.5
17553,Men,Apparel,Topwear,Shirts,Grey,Fall,Formal,Mark Taylor Men Grey & White Striped Shirt,1025,480,2.1
9970,Men,Apparel,Topwear,Sweatshirts,Black,Fall,Sports,Nike Men As Squad Ft C Black Sweatshirts,1722,175,3.4
3476,Men,Apparel,Topwear,Tshirts,Blue,Fall,Sports,ADIDAS Men's Fresh Blue Sleeveless T-shirt,1768,154,3.2
6938,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,s.Oliver Men's Denim Dstrct Red T-shirt,2632,19,3.7
43683,Girls,Apparel,Topwear,Tops,Blue,Summer,Casual,Doodle Girls Printed Blue Top,913,444,2.4
10776,Men,Apparel,Topwear,Tshirts,Red,Summer,Sports,Nike Men Athletic Red Tshirts,2908,75,4.8
24543,Women,Apparel,Topwear,Tops,Beige,Fall,Ethnic,Mother Earth Women Beige Printed Top,2353,366,4.1
59917,Women,Apparel,Topwear,Kurtas,Pink,Summer,Ethnic,Diva Women Pink Kurta,167,478,2.4
32426,Men,Apparel,Bottomwear,Shorts,White,Summer,Sports,ADIDAS Men White Shorts,1247,328,2.3
53411,Women,Apparel,Topwear,Kurtas,Green,Fall,Ethnic,Alma Women Green Kurta,2549,92,2.8
37154,Men,Apparel,Topwear,Tshirts,Beige,Summer,Casual,Campbell Men Pack of 3 T-shirts,2036,73,2.9
57277,Men,Apparel,Topwear,Shirts,Red,Summer,Casual,French Connection Men Red Check Shirt,438,202,4.6
41312,Girls,Apparel,Bottomwear,Capris,Pink,Summer,Casual,Gini and Jony Girls Fixed Weast Pink Capris,318,199,4.1
11462,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,United Colors of Benetton Men White Polo T-shirt,150,276,4.6
5547,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,Nike Men's Football/Soccer Green T-shirt,1371,167,3.1
14110,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,Casual,Flying Machine Men Printed Navy Blue Sweatshirts,536,308,4.9
20325,Women,Apparel,Topwear,Kurtas,Red,Summer,Ethnic,Mother Earth Women Printed Red Kurta,1077,380,4.4
36240,Women,Apparel,Topwear,Tops,Tan,Summer,Ethnic,W Women Tan Kurti,1525,94,3.3
7210,Women,Apparel,Topwear,Tshirts,White,Fall,Casual,Jealous 21 Women White T-shirt,2825,150,4.9
16647,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,Facit Men Polo Tee Red Tshirt,744,214,3.7
22472,Men,Apparel,Topwear,Shirts,Olive,Summer,Casual,Timberland Men Olive Claremont Shirt,768,488,2.8
31065,Women,Apparel,Topwear,Dupatta,Lavender,Summer,Ethnic,Fabindia Women Kota Silk Lavender Dupatta,2479,168,4.3
28974,Women,Apparel,Apparel Set,Kurta Sets,Blue,Summer,Ethnic,Biba Women Blue & Green Printed Churidar Kurta with Dupatta,2371,127,3
2762,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Classic Polo Men's Plane Black T-shirt,2242,86,2.9
27100,Women,Apparel,Topwear,Kurtas,Blue,Summer,Ethnic,Aneri Women Tamanna Blue Kurta,2543,136,4.7
13335,Women,Apparel,Topwear,Tops,Pink,Fall,Casual,Gini and Jony Kids Girls Printed Pink Tops,236,358,3.1
8856,Men,Apparel,Topwear,Shirts,Purple,Fall,Casual,Mark Taylor Men Purple Striped Shirt,150,353,4.9
16475,Men,Apparel,Topwear,Shirts,Green,Fall,Casual,Locomotive Men Check Navy Blue Shirt,1390,403,4.8
22640,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,Nike Men Printed Navy Blue T-shirt,717,460,2.4
9984,Men,Apparel,Topwear,Tshirts,Green,Fall,Sports,Nike Men As Value Runn Green T-Shirts,1392,393,3.5
3482,Men,Apparel,Bottomwear,Track Pants,Blue,Summer,Sports,ADIDAS Men's Light Blue Track Pant,341,228,4.5
31257,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,Puma Men Semi Graphic Green T-shirt,618,482,4.5
13107,Men,Apparel,Topwear,Tshirts,Black,Fall,Sports,ADIDAS Men Cr_Ess 3s Black T-Shirts,330,41,4.4
43677,Women,Apparel,Dress,Dresses,Navy Blue,Summer,Casual,French Connection Navy Blue Dress,2295,181,5
57045,Women,Apparel,Dress,Dresses,Black,Summer,Casual,Elle Women Black Dress,1347,274,4.8
14322,Men,Apparel,Topwear,Jackets,Black,Fall,Sports,ADIDAS Men Solid Black Jackets,773,451,2.3
20117,Women,Apparel,Topwear,Kurtas,Pink,Fall,Ethnic,Diva Women Printed Pink Kurta,196,323,3.7
5775,Women,Apparel,Topwear,Tops,White,Summer,Casual,Jealous 21 Women White Paris Top,949,15,2.6
39806,Men,Apparel,Bottomwear,Trousers,Black,Spring,Formal,Peter England Men Black Trousers,1564,334,2.3
34341,Men,Apparel,Topwear,Tshirts,Purple,Summer,Casual,Myntra Men Feared Strom Drive Purple T-shirt,2908,150,2.2
6594,Women,Apparel,Topwear,Tops,White,Summer,Casual,Spykar Women Day Beach White Top,1161,460,2.6
22224,Women,Apparel,Topwear,Tshirts,Green,Fall,Casual,Little Miss Women Flower Green T-shirt,1478,77,4.4
7446,Men,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,Proline Men Yellow Polo T-shirt,510,414,4.2
2134,Men,Apparel,Topwear,Shirts,Purple,Spring,Casual,Basics Men Purple Slim Fit Checked Shirt,1177,67,3
19059,Women,Apparel,Topwear,Kurtas,Black,Fall,Ethnic,Aurelia Women Solid Black Kurta,1079,371,2.1
11234,Women,Apparel,Bottomwear,Jeans,Black,Fall,Casual,Flying Machine Women Lowrise Black Jeans,2236,485,4.6
40496,Women,Apparel,Topwear,Tops,Olive,Fall,Casual,Femella Women Olive Spaghetti Top,1737,407,4.1
57421,Women,Apparel,Topwear,Tshirts,Blue,Summer,Casual,Angry Birds Women Blue T-shirt,1212,495,4.2
52153,Women,Apparel,Topwear,Tops,Sea Green,Summer,Casual,Femella Women Green Top,1091,211,3.4
14746,Men,Apparel,Topwear,Shirts,White,Fall,Formal,Arrow Men Stripes White Shirts,2801,462,3.3
33958,Women,Apparel,Bottomwear,Leggings,Blue,Summer,Casual,Femella Women Blue Leggings,1866,138,4.6
41776,Women,Apparel,Topwear,Tops,Green,Summer,Casual,Remanika Women Green Top,1804,332,4.9
1583,Women,Apparel,Bottomwear,Swimwear,Black,Fall,Sports,Nabaiji Women Black Swimsuit,315,40,4.9
52361,Women,Apparel,Loungewear and Nightwear,Nightdress,Off White,Winter,Casual,Red Rose Women Off White Nightdress,2228,208,3.1
5123,Women,Apparel,Topwear,Tshirts,Green,Summer,Casual,Wrangler Women's Photo Print Olive T-shirt,2749,426,2.2
34173,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,Gini and Jony Boys Printed Yellow T-shirt,2433,206,2.8
7674,Men,Apparel,Topwear,Tshirts,Black,Fall,Sports,Puma Men's Round Neck Black T-shirt,1543,477,2.9
16223,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,Puma Men Rugby Navy Blue TShirt,1960,371,3
22016,Women,Apparel,Topwear,Kurtas,Black,Fall,Ethnic,BIBA Women Sequin Black Kurta,2233,79,2.6
2306,Women,Apparel,Bottomwear,Capris,Black,Fall,Sports,Nike Women Cuffed Black Capris,2105,61,4.1
13751,Men,Apparel,Topwear,Shirts,Blue,Fall,Formal,Belmonte Men Stripes Blue Shirts,1159,395,4.8
40039,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,ADIDAS Men White T-shirt,1678,344,4.3
59928,Women,Apparel,Topwear,Kurtas,White,Summer,Ethnic,Diva Women White Kurta,1521,211,4
32419,Men,Apparel,Bottomwear,Shorts,Grey,Summer,Sports,ADIDAS Men Grey Shorts,2449,12,5
51379,Men,Apparel,Bottomwear,Shorts,Grey,Summer,Casual,Myntra Men Grey Shorts,2124,101,2.1
6907,Women,Apparel,Topwear,Tshirts,Cream,Summer,Casual,Tantra Women's Re-incarnation Cream T-shirt,1365,441,2.9
18524,Women,Apparel,Topwear,Jackets,Black,Fall,Casual,C Vox Women Solid 1351 Black Jacket,216,400,4.1
9173,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,Locomotive Men Bao Blue Jeans,2004,242,3.3
48254,Boys,Apparel,Topwear,Tshirts,Orange,Summer,Casual,The Amazing Spiderman Boys Orange T-shirt,2964,239,2.7
26825,Men,Apparel,Bottomwear,Trousers,Beige,Summer,Casual,Highlander Men Beige Trousers,443,46,2
29051,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,ADIDAS Men Urban Movement Black T-shirt,2894,337,2.9
30940,Women,Apparel,Topwear,Kurtis,Off White,Summer,Ethnic,Fabindia Women Printed Off White Kurti,583,309,2.2
8293,Men,Apparel,Topwear,Tshirts,Purple,Fall,Casual,Mr.Men Men's Purple Melange T-shirt,2612,291,3.4
9341,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,Puma Men Electro Cat White T-shirt,2025,495,3.5
48066,Men,Apparel,Bottomwear,Jeans,Black,Summer,Casual,French Connection Men Black Jeans,630,136,2.4
18716,Women,Apparel,Topwear,Tops,Black,Fall,Casual,Arrow Woman Shanna Black Top,1657,131,2.8
15835,Women,Apparel,Topwear,Kurtas,Blue,Fall,Ethnic,Visudh Blue Printed Ethnic Kurta,814,325,3.1
1910,Men,Apparel,Topwear,Tshirts,Black,Fall,Sports,Nike Men's Classic Patterned T-shirt,2740,465,2.5
15009,Men,Apparel,Topwear,Jackets,Blue,Fall,Sports,ADIDAS Men Blue Jacket,901,130,2
45779,Women,Apparel,Topwear,Tops,Black,Summer,Casual,Remanika Women Black Top,2521,356,3.5
48402,Men,Apparel,Topwear,Tshirts,Cream,Summer,Casual,French Connection Men Cream Printed T-shirt,2764,378,2.7
34984,Women,Apparel,Saree,Sarees,Cream,Summer,Ethnic,Fabindia H& Printed Cream Cotton Sari,388,156,2.9
4806,Men,Apparel,Topwear,Tshirts,Blue,Summer,Sports,ADIDAS Men's Edge Polo Steel Blue Polo T-shirt,278,208,4.1
53278,Men,Apparel,Topwear,Shirts,Black,Summer,Casual,Locomotive Men Black Shirt,2818,218,4.5
58690,Women,Apparel,Topwear,Kurtas,Green,Summer,Ethnic,ALayna Women Green Kurta,1547,77,3.8
4208,Boys,Apparel,Topwear,Tshirts,Red,Summer,Casual,Disney Kids Boy's Red Geo Team Kidswear,376,41,4.5
33993,Women,Apparel,Topwear,Shirts,Black,Summer,Casual,Femella Women Black Shirt,2098,288,3.3
24924,Women,Apparel,Topwear,Tops,Blue,Summer,Casual,United Colors of Benetton Women Blue Top,1607,111,3.3
47678,Women,Apparel,Topwear,Tops,Black,Summer,Casual,Femella Women Black Leopard Print Top,320,252,4.4
29607,Men,Apparel,Topwear,Shirts,Purple,Summer,Formal,Indigo Nation Men Striped Purple Shirt,2984,186,4.6
3811,Boys,Apparel,Topwear,Tshirts,Red,Summer,Casual,Disney Kids Boy's Pooh And Tiger Red Kidswear,571,369,4.9
35258,Women,Apparel,Topwear,Shirts,Pink,Summer,Casual,Lee Women Jane Pink Striped Shirt,2887,498,2.8
17934,Men,Apparel,Bottomwear,Shorts,Black,Fall,Sports,Puma Men Solid Black Shorts,2577,70,4.9
9517,Men,Apparel,Topwear,Shirts,White,Fall,Formal,John Miller Men white brown stripe White Shirts,575,221,3.9
19092,Women,Apparel,Topwear,Kurtas,Pink,Fall,Ethnic,W Women Gathered Design Pink Kurta,2410,113,3.1
28513,Men,Apparel,Bottomwear,Shorts,Grey,Summer,Sports,Nike Men Premier Knit Grey Shorts,1431,32,5
22029,Women,Apparel,Topwear,Kurtas,Green,Fall,Ethnic,Vishudh Women Printed Green Kurta,414,124,3.9
2339,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,Reebok Men White T-shirt,1067,297,2.3
26489,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Puma Men Graphic Black T-shirt,1892,154,3.9
11039,Women,Apparel,Topwear,Shirts,Red,Fall,Casual,Jealous 21 Women Check Red Shirt,354,179,4.7
11805,Women,Apparel,Topwear,Kurtas,Green,Fall,Ethnic,Vishudh Women Cotton Silk Green Kurtas,741,467,2.4
58664,Women,Apparel,Topwear,Kurtas,Black,Fall,Ethnic,Alayna Women Black & Grey Kurta,158,231,2
52950,Women,Apparel,Saree,Sarees,Purple,Fall,Ethnic,FNF Purple Sari,1355,249,4.3
39461,Women,Apparel,Topwear,Kurtis,Beige,Summer,Ethnic,Diva Women Printed Beige Kurta,1330,405,4.2
44835,Men,Apparel,Topwear,Tshirts,Grey,Summer,Sports,Puma Men Grey Training T-shirt,2595,180,2.9
14779,Men,Apparel,Topwear,Shirts,Green,Fall,Formal,Arrow Men Stripes Green Shirts,1923,256,3.7
33967,Women,Apparel,Topwear,Shirts,Black,Summer,Casual,Femella Women Black Top,1404,56,5
18988,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,ADIDAS Originals Men ST Logo White Tshirt,1094,133,2.9
2937,Women,Apparel,Topwear,Tshirts,Peach,Fall,Casual,DUSG Women's Mother & Child Bamboo Sand T-shirt,1948,271,3.7
28721,Women,Apparel,Topwear,Kurtas,Beige,Summer,Ethnic,W Women Printed Beige Kurta,583,468,3
7479,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,Proline Men Black V-Neck T-shirt,2829,303,2.2
16812,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,Locomotive Men Check Blue Shirt,2229,231,3.5
19066,Women,Apparel,Topwear,Kurtas,Pink,Fall,Ethnic,W Women Thread Work Pink Kurta,684,183,3.3
39005,Girls,Apparel,Topwear,Tops,Navy Blue,Summer,Casual,Gini and Jony Girls Nautical Blues Navy Blue Top,1953,209,2.5
20128,Women,Apparel,Topwear,Shirts,Blue,Fall,Casual,Wrangler Women Checkerd Blue Shirt,2894,126,3.1
39839,Boys,Apparel,Topwear,Tshirts,Black,Summer,Casual,Gini and Jony Boys Printed Black T-Shirt,688,453,4
52508,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Red,Winter,Casual,Red Rose Red Nightdress,2635,340,2.4
29297,Women,Apparel,Topwear,Tshirts,Black,Summer,Casual,Wrangler Women Birdy Tee Black T-shirt,935,108,3.5
8869,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,Mark Taylor Men Solid Blue Shirts,2107,50,3.1
19402,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,ADIDAS Men Printed Black Tshirt,783,123,2.5
9187,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,Spykar Men Style Essentials Spykar Basic Attire Series 0428 Blue Jeans,2315,278,2.9
43648,Women,Apparel,Topwear,Dresses,Cream,Summer,Casual,ONLY Women Cream A-Line Dress,2408,347,2.8
27903,Women,Apparel,Bottomwear,Trousers,Beige,Summer,Formal,Scullers For Her Beige Trousers,1657,397,4.5
19630,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,United Colors of Benetton Men Black T-shirt,1325,253,4.6
51983,Women,Apparel,Loungewear and Nightwear,Nightdress,Purple,Summer,Casual,Inaya Women Grape Babydoll Nightdress,1287,253,2.1
50851,Women,Apparel,Saree,Sarees,Maroon,Fall,Ethnic,Prafful Maroon Crepe Printed Saree,1713,475,4.8
